Image_Name,Cleanliness_minor,Cleanliness_major,Cleanliness_supermajor,Neatness_neatness,Neatness_Grade,Total_Defects
1_1.jpeg,1,0,0,1,90,2
2_2.jpeg,0,0,0,9,80,9
2_1.jpeg,0,0,0,3,90,3
1_2.jpeg,0,0,0,5,90,5
