Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,69.97102746129589,0,1,0,1
1_2.jpeg,74.66787878787879,0,0,0,0
2_1.jpeg,76.83092150526426,0,0,1,1
2_2.jpeg,78.78790063826116,0,0,0,0
panel11_1_1_1.png,103.49838904777533,0,0,0,0
panel11_1_4_1.png,103.49838904777533,0,0,0,0
panel11_2_1_1.png,104.20550323805814,2,0,0,2
panel11_3_1_1.png,103.82943709244343,3,0,0,3
panel11_5_1_1.png,108.3543494442239,1,0,1,2
panel11_6_1_1.png,91.83629880197321,1,2,1,4
