Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,69.6766846416035,0,0,0,0
1_2.jpeg,67.83584342976455,0,0,0,0
2_1.jpeg,73.27698376166731,0,0,0,0
panel11_1_1_1.png,103.82502644628099,0,0,0,0
panel11_1_4_1.png,103.82502644628099,0,0,0,0
panel11_2_1_1.png,105.42500774035125,0,0,0,0
panel11_3_1_1.png,103.87726831955924,1,0,0,1
panel11_5_1_1.png,109.55457751453568,1,0,1,2
panel11_6_1_1.png,93.91877465564738,1,2,0,3
