Timestamp,Image_Name,Cleanliness_minor,Cleanliness_major,Cleanliness_super_major,Cleanliness_supermajor,Neatness_neatness,Total_Defects,Output_Image_Path
2025-12-29 19:42:28,1_1.jpeg,0,0,0,0,0,0,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/1_1.jpeg
2025-12-29 19:42:28,2_2.jpeg,1,0,0,0,0,1,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/2_2.jpeg
2025-12-29 19:42:28,2_1.jpeg,0,0,0,0,0,0,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/2_1.jpeg
2025-12-29 19:42:28,1_2.jpeg,2,1,0,0,0,3,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/1_2.jpeg
