Image,Mean_Brightness,Mode_Brightness,Mean_v1_Count,Mean_v2_Count,Mean_v3_Count,Mean_Total_Defects,Mode_v1_Count,Mode_v2_Count,Mode_v3_Count,Mode_Total_Defects
1_1.jpeg,79.65891866250632,85.0,0,0,0,0,1,1,0,2
1_2.jpeg,79.82208413505892,85.0,0,0,0,0,1,0,0,1
2_1.jpeg,80.65428813798954,90.0,0,0,0,0,0,0,1,1
2_2.jpeg,84.86938922092901,88.0,0,0,0,0,0,0,0,0
