Image,Mean_Brightness,Mode_Brightness,Mean_v1_Count,Mean_v2_Count,Mean_v3_Count,Mean_Total_Defects,Mode_v1_Count,Mode_v2_Count,Mode_v3_Count,Mode_Total_Defects
1_1.jpeg,69.06482133953797,70.0,0,0,0,0,0,0,0,0
1_2.jpeg,70.52344735435597,73.0,0,0,0,0,2,0,0,2
2_1.jpeg,71.09752972765631,73.0,0,0,0,0,0,0,0,0
