Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,77.49725164011247,0,0,0,0
1_2.jpeg,81.54640357990209,0,0,0,0
2_1.jpeg,83.33591878709525,0,0,0,0
2_2.jpeg,85.72678970681291,0,0,0,0
