Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,67.58838716478327,0,0,0,0
1_2.jpeg,66.85066347839259,1,0,0,1
2_1.jpeg,68.06346312588248,0,0,0,0
2_2.jpeg,66.52748117042663,0,0,0,0
panel11_1_1 (2)_1.png,103.49838904777533,0,0,0,0
panel11_1_1 (3)_1.png,103.49838904777533,0,0,0,0
