Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,83.92591537389477,0,0,0,0
1_2.jpeg,87.72310193260309,0,0,0,0
2_1.jpeg,88.0366417084599,0,0,0,0
2_2.jpeg,91.75716951679792,0,1,0,1
