Image,Mean_Brightness,Mode_Brightness,Mean_v1_Count,Mean_v2_Count,Mean_v3_Count,Mean_Total_Defects,Mode_v1_Count,Mode_v2_Count,Mode_v3_Count,Mode_Total_Defects
1_1.jpeg,77.53293014391565,81.0,0,0,0,0,1,0,0,1
1_2.jpeg,77.53230771560995,82.0,0,0,0,0,1,0,0,1
2_1.jpeg,77.49725164011247,83.0,0,0,0,0,2,0,0,2
2_2.jpeg,81.54640357990209,82.0,0,0,0,0,0,0,0,0
