Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,80.65428813798954,0,0,0,0
1_2.jpeg,84.86938922092901,0,0,0,0
2_1.jpeg,85.95133580705009,0,0,0,0
2_2.jpeg,88.95772070794601,0,1,0,1
