Timestamp,Image_Name,Cleanliness_minor,Cleanliness_major,Cleanliness_supermajor,Neatness_neatness,Neatness_Grade,Total_Defects,Output_Image_Path
2026-03-02 21:21:39,1_1.jpeg,0,0,0,1,90,1,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/1_1.jpeg
2026-03-02 21:21:39,panel11_6_1_1.png,0,0,0,3,90,3,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/panel11_6_1_1.png
2026-03-02 21:21:40,2_2.jpeg,0,0,0,2,90,2,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/2_2.jpeg
2026-03-02 21:21:41,panel11_5_1_1.png,0,0,0,15,70,15,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/panel11_5_1_1.png
2026-03-02 21:21:41,2_1.jpeg,0,0,0,2,90,2,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/2_1.jpeg
2026-03-02 21:21:42,panel11_1_1_1.png,0,0,0,4,90,4,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/panel11_1_1_1.png
2026-03-02 21:21:43,panel11_3_1_1.png,0,0,0,1,90,1,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/panel11_3_1_1.png
2026-03-02 21:21:43,panel11_1_4_1.png,0,0,0,4,90,4,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/panel11_1_4_1.png
2026-03-02 21:21:44,panel11_2_1_1.png,0,0,0,2,90,2,/Users/nagaprasadnaik/Documents/csb/seriplane/results/neatness/panel11_2_1_1.png
