Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,71.09752972765631,0,0,0,0
2_1.jpeg,75.13782962799912,0,0,0,0
2_2.jpeg,76.94149869300028,0,0,0,0
panel11_1_1_1.png,104.06955759687467,0,0,0,0
panel11_1_4_1.png,104.06955759687467,0,0,0,0
panel11_2_1_1.png,105.83029776936027,1,0,0,1
panel11_3_1_1.png,104.26659644574083,1,0,0,1
panel11_5_1_1.png,109.77433599400011,1,0,1,2
panel11_6_1_1.png,93.42497880906971,1,2,1,4
