Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,68.12857096565133,0,0,0,0
1_2.jpeg,68.11405604748094,1,0,0,1
2_1.jpeg,69.6766846416035,0,0,0,0
2_2.jpeg,67.83584342976455,0,0,0,0
