Image,Mean_Brightness,Mode_Brightness,Mean_v1_Count,Mean_v2_Count,Mean_v3_Count,Mean_Total_Defects,Mode_v1_Count,Mode_v2_Count,Mode_v3_Count,Mode_Total_Defects
1_1.jpeg,76.24261806222167,80.0,0,0,0,0,1,0,0,1
1_2.jpeg,76.32907190827191,80.0,0,0,0,0,0,0,0,0
2_1.jpeg,75.84054306488511,80.0,0,0,0,0,1,0,0,1
2_2.jpeg,79.83353831168832,84.0,0,0,0,0,1,0,0,1
