Image,Mean_Brightness,v1_Count,v2_Count,v3_Count,Total_Defects
1_1.jpeg,84.03670950533463,0,0,0,0
1_2.jpeg,88.19288527981338,0,0,0,0
2_1.jpeg,88.50686774631886,0,0,0,0
2_2.jpeg,92.18154042853364,0,1,0,1
